game_name,rank,meta_score,user_score,critic_url,4Players.de,Adventure Gamers,Android Central,App Trigger,Areajugones,Atomix,Attack of the Fanboy,AusGamers,BaziCenter,Buried Treasure,But Why Tho?,CD-Action,CGMagazine,COGconnected,Carole Quintaine,Checkpoint Gaming,Comicbook.com,Critical Hit,Cubed3,Cultured Vultures,DarkStation,DarkZero,Destructoid,Dexerto,Digital Chumps,Digital Spy,Digital Trends,Digitally Downloaded,DualShockers,EGM,Easy Allies,Edge Magazine,Eurogamer Italy,Everyeye.it,Finger Guns,Forbes,GAMES.CH,GAMINGbible,GMW3,GRYOnline.pl,Game Debate,Game Informer,Game Over Online,Game Rant,Game Revolution,Game World Navigator Magazine,GameByte,GameCrate,GameCritics,GameGrin,GameMAG,GameOver.gr,GameSkinny,GameSpace,GameSpew,GameSpot,GameStar,GameWatcher,Gameblog.fr,Gamepressure,Gamer Escape,Gamer.nl,Gamer.no,Gamers Heroes,Gamers' Temple,Gamersky,Games.cz,GamesBeat,GamesHub,GamesRadar+,Gaming Age,Gaming Nexus,GamingBolt,GamingTrend,Gfinity,God is a Geek,Guardian,Hardcore Gamer,Het Nieuwsblad,Hey Poor Player,Hobby Consolas,Hooked Gamers,IGN,IGN Adria,IGN France,IGN Italia,IGN Japan,IGN Portugal,IGN Spain,Impulsegamer,Inverse,JeuxActu,Jeuxvideo.com,KeenGamer,LEVEL (Czech Republic),Launcher (The Washington Post),LevelUp,M3,MGG Spain,MMORPG.com,Malditos Nerds,Meristation,Merlin'in Kazanı (Turkey),Metro GameCentral,Millenium,Multiplayer.it,NME,New Game Network,Noisy Pixel,PC Gamer,PC Games,PC Invasion,PCGamesN,PCMag,PLAY! Zine,PlaySense,Player 2,Power Unlimited,Press Start Australia,Quarter to Three,RPG Fan,RPG Site,RPGamer,Ragequit.gr,Riot Pixels,Road to VR,SECTOR.sk,Screen Rant,Shacknews,Shindig,Siliconera,Slant Magazine,Softpedia,SpazioGames,Stevivor,Telegraph,The Digital Fix,The Games Machine,The Indie Game Website,The Loadout,The Mako Reactor,The Overpowered Noobs,TheGamer,TheSixthAxis,TierraGamer,TrueGaming,Trusted Reviews,Twinfinite,UploadVR,VG247,VGC,Vandal,Vgames,Washington Post,Wccftech,We Got This Covered,WellPlayed,Windows Central,Worth Playing,XGN,ZTGD,null_404,parsed_name
Song of Iron,220.0,71,3.8,/game/pc/song-of-iron/critic-reviews,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,60.0,,,,,,,,,,,SongofIron
Naraka: Bladepoint,221.0,71,7.0,/game/pc/naraka-bladepoint/critic-reviews,,,,,,,,,,,,80.0,,72.0,,,,,,,,,,70.0,,,,,,,,60.0,60.0,75.0,,,,,,,,,,,,,,,,,,,,,,60.0,75.0,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,75.0,,,,,,,70.0,,,,,,80.0,60.0,,90.0,73.0,,80.0,60.0,,,,,,,,,,,,,,,80.0,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,NarakaBladepoint
Hoa,222.0,71,8.3,/game/pc/hoa/critic-reviews,,,,,,,,,,,,70.0,,,,70.0,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,70.0,,,80.0,,,,,,,,,,,,,,,,,,,,80.0,,,,,69.0,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,Hoa
Breathedge,223.0,71,7.4,/game/pc/breathedge/critic-reviews,59.0,,,,,,,,,,,70.0,,,,,,,,80.0,,,,,,,,,,,,,70.0,,90.0,,,,,,,,,,,80.0,,,,90.0,,,80.0,90.0,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,70.0,,,,,98.0,,,65.0,57.0,,,,,,,,80.0,,,,75.0,,,,,,70.0,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,60.0,,,,,,,,,,,Breathedge
White Shadows,224.0,71,7.4,/game/pc/white-shadows/critic-reviews,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,80.0,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,60.0,85.0,,,75.0,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,WhiteShadows
Lake,225.0,70,6.6,/game/pc/lake/critic-reviews,,80.0,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,60.0,,80.0,,,,70.0,,,,,,,,,,,,70.0,,,,,,,,,70.0,80.0,,,,,,,,,,,,,,,,,,,,70.0,,,,,,75.0,,,,,,,65.0,,,,,,,,,,,,,76.0,80.0,,70.0,,,75.0,,,,,,,,,73.0,,,,59.0,,,60.0,,,,,,,,,,90.0,,,,,,,,,,,,,,70.0,,,,,,,60.0,,,,Lake
Dice Legacy,226.0,70,tbd,/game/pc/dice-legacy/critic-reviews,,,,,,,,,,,,70.0,,82.0,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,70.0,,,,50.0,,,,63.0,,,,,,,,76.0,,,,,,,,,,,,,,,,,,,,60.0,72.0,,,,,,,70.0,,,,,,,,,,,,70.0,85.0,,,,70.0,70.0,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,DiceLegacy
Last Stop,227.0,70,6.9,/game/pc/last-stop/critic-reviews,,70.0,,,,,,,,,,75.0,,,,70.0,70.0,,,,,,,,,,,,,,70.0,70.0,,70.0,,,,,,,,80.0,,,,,,,,,,,80.0,,100.0,,,,,,,,,,,,,,,,,,,,,70.0,,70.0,,,,,60.0,,,75.0,,,,,,,65.0,,,70.0,,,,,,,,,,80.0,80.0,,65.0,70.0,,80.0,,,,,,,,,,,,,,,,60.0,60.0,,,40.0,,60.0,,,,,,,,,,80.0,,,,60.0,,,,65.0,,,,,,80.0,,,,,LastStop
Maquette,228.0,70,4.9,/game/pc/maquette/critic-reviews,,60.0,,,,,,,,,,,,,,70.0,,70.0,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,80.0,,,,,,,,71.0,,,,,,,,,,,,,,,70.0,,,,,80.0,70.0,,,,,70.0,,,,,,,,,,,,,75.0,,,,,,70.0,,,,,,,,73.0,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,40.0,,,,,,,,,,,,,,,,80.0,,,,Maquette
Boyfriend Dungeon,229.0,70,5.2,/game/pc/boyfriend-dungeon/critic-reviews,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,75.0,,,,,,,74.0,,,,,,,,,,50.0,,,,,,,,,,80.0,,,,,,60.0,,,,,,,,,,70.0,,,75.0,,,,,,,,,,,,,70.0,,,,,,,,,,,,81.0,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,70.0,,,,,,,,,,,,,,,BoyfriendDungeon
Scarf,230.0,70,8.3,/game/pc/scarf/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,80.0,,,30.0,,,,80.0,,,,,,,80.0,,,,,,,,,,,,,,,70.0,,,60.0,,,,,,,73.0,,,,74.0,,,65.0,,,,,,70.0,,,,,,,60.0,,,,,,80.0,,,,,,,,,,,,,,,80.0,80.0,,,,,,72.0,,,,,70.0,,,,,,,,,,,,,,,,,,70.0,,,,,,Scarf
Gods Will Fall,231.0,70,4.4,/game/pc/gods-will-fall/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,40.0,70.0,,60.0,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,65.0,,,,,,,,,65.0,,,,,,,,84.0,60.0,75.0,,,,,,,,,,,,,,,,,,,,,,68.0,,,,,,,,,50.0,,,,,,,,,,,,80.0,,,,,,,,GodsWillFall
New World,232.0,70,5.2,/game/pc/new-world/critic-reviews,,,,,,70.0,,,,,,,75.0,82.0,,,,,,,,,,70.0,72.0,,,,,,,,,,,,,,,75.0,,,,,,,,,,75.0,,,,70.0,,60.0,69.0,,,,,65.0,60.0,80.0,,,60.0,,,,,65.0,,,70.0,85.0,,,,80.0,,,60.0,,80.0,,,,,,,,80.0,,,,,,80.0,60.0,,,,,80.0,75.0,80.0,60.0,,60.0,80.0,,60.0,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,70.0,,80.0,,,70.0,,,,,,,,,,70.0,,,,,NewWorld
Blue Fire,233.0,70,7.1,/game/pc/blue-fire/critic-reviews,68.0,,,,,,,,,,,60.0,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,60.0,,60.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,85.0,,,,,,,,,,,,84.0,,,,60.0,,,80.0,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,69.0,,,,BlueFire
This Is the President,234.0,70,8.0,/game/pc/this-is-the-president/critic-reviews,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,,,60.0,,,,,,,,,,,,,,,,,60.0,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThisIsthePresident
NUTS,235.0,70,6.1,/game/pc/nuts/critic-reviews,,90.0,,,,,,,,,,80.0,,,,,,,,65.0,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,NUTS
Fatal Frame: Maiden of Black Water,236.0,69,5.0,/game/pc/fatal-frame-maiden-of-black-water/critic-reviews,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,80.0,,,,,,,75.0,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,70.0,,,,,FatalFrameMaidenofBlackWater
Moncage,237.0,69,tbd,/game/pc/moncage/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,70.0,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,70.0,,80.0,,,,,,,,,Moncage
Sword of the Necromancer,238.0,69,7.5,/game/pc/sword-of-the-necromancer/critic-reviews,58.0,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,60.0,,,,,,,,,,,,,,,,,,70.0,,85.0,,55.0,,,,,,93.0,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,SwordoftheNecromancer
The Invisible Hand,239.0,69,tbd,/game/pc/the-invisible-hand/critic-reviews,,,,,,,,,,,,60.0,,,,60.0,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,70.0,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,65.0,,,70.0,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TheInvisibleHand
Aliens: Fireteam Elite,240.0,69,5.7,/game/pc/aliens-fireteam-elite/critic-reviews,,,,,,70.0,,50.0,,,,70.0,,,,70.0,90.0,,,,,,55.0,,,,,,,,,,50.0,,,,,,,,,,,,55.0,58.0,,,,75.0,,,,70.0,,80.0,78.0,70.0,,,,,,,,,,,,,,,,100.0,,70.0,,,,,,,70.0,,70.0,,,60.0,,,,,70.0,,,,,,,80.0,,,,,,65.0,80.0,55.0,65.0,73.0,70.0,70.0,,70.0,,,,,50.0,,,,,,,,,,60.0,,,,,,35.0,,,78.0,,,,,80.0,70.0,,,,,,,,,,,,,,,,,,,AliensFireteamElite
Out of Line,241.0,69,8.3,/game/pc/out-of-line/critic-reviews,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,80.0,,,,,,77.0,,,,,,,55.0,,,,,,,,70.0,,60.0,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,OutofLine
Assassin's Creed Valhalla: The Siege of Paris,242.0,69,6.5,/game/pc/assassins-creed-valhalla-the-siege-of-paris/critic-reviews,,,,,,,,,,,,65.0,,74.0,,,,,,,,,,,,,40.0,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,80.0,,95.0,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,70.0,,,75.0,,,,,,60.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,,,70.0,71.0,85.0,,,AssassinsCreedValhallaTheSiegeofParis
Lawn Mowing Simulator,243.0,69,5.0,/game/pc/lawn-mowing-simulator/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,70.0,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,65.0,,,,,,,,LawnMowingSimulator
Monster Energy Supercross - The Official Videogame 4,244.0,69,tbd,/game/pc/monster-energy-supercross---the-official-videogame-4/critic-reviews,,,,,,,,,,,,70.0,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,80.0,,,,,,,,,,,,,,,80.0,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,65.0,,,,70.0,70.0,70.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MonsterEnergySupercrossTheOfficialVideogame4
Spacebase Startopia,245.0,69,2.5,/game/pc/spacebase-startopia/critic-reviews,58.0,,,,,,,,,,,75.0,,,,80.0,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,65.0,,,,,,,,63.0,70.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,,,,,,,,,,,,,70.0,,,70.0,,,,,SpacebaseStartopia
Nanotale - Typing Chronicles,246.0,68,tbd,/game/pc/nanotale---typing-chronicles/critic-reviews,,,,,,,,,,,,60.0,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,56.0,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NanotaleTypingChronicles
Demon Turf,247.0,68,tbd,/game/pc/demon-turf/critic-reviews,,,,,,,,,,,,,,,,70.0,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,70.0,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,70.0,,,80.0,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DemonTurf
King of Seas,248.0,68,7.5,/game/pc/king-of-seas/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,70.0,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,78.0,,70.0,,,,,,,,,,,,68.0,,,,50.0,60.0,,,,,65.0,,,,80.0,,,,,,,,,,,,,,,,,65.0,,,,67.0,,,,KingofSeas
Conway: Disappearance at Dahlia View,249.0,68,tbd,/game/pc/conway-disappearance-at-dahlia-view/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,70.0,,,,,,,,,,,,,,,,,,,,,70.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,60.0,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,55.0,,,,,,ConwayDisappearanceatDahliaView
Astria Ascending,250.0,68,6.0,/game/pc/astria-ascending/critic-reviews,,,,,,,,,,,90.0,,,85.0,,60.0,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,80.0,,,,50.0,,,,,,,90.0,80.0,,,,,,,,,,,70.0,,,,75.0,,,,,,,60.0,,,63.0,,,,,,,65.0,,,,,,,,,,,,,75.0,,,70.0,,,80.0,,,,,,,,,76.0,,,,,,,,,,,,,80.0,,,,,50.0,,,,,,,,,,,40.0,,,,,,,,,,,70.0,,AstriaAscending
Recompile,251.0,68,4.8,/game/pc/recompile/critic-reviews,,,,,,,,,,,65.0,,,87.0,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,50.0,,,,,60.0,,,,,,,,,,,,,,,,,,,60.0,,,65.0,60.0,,,65.0,,,65.0,,,,,,,,,,,,,,,,80.0,,,,60.0,,,,,,,90.0,,,,90.0,,,65.0,,,,,,,,,,,,,,,,,Recompile
Chronicle of Innsmouth: Mountains of Madness,252.0,68,7.6,/game/pc/chronicle-of-innsmouth-mountains-of-madness/critic-reviews,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,65.0,,,60.0,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,ChronicleofInnsmouthMountainsofMadness
Battlefield 2042,253.0,68,2.1,/game/pc/battlefield-2042/critic-reviews,,,,,,,80.0,40.0,,,,,60.0,90.0,,80.0,,,,,,,,75.0,,,90.0,,,100.0,70.0,,80.0,75.0,,,80.0,,,70.0,,,65.0,,,,60.0,,,45.0,,,60.0,40.0,,70.0,71.0,70.0,80.0,,50.0,55.0,40.0,70.0,,87.0,,,40.0,70.0,75.0,65.0,,,40.0,,40.0,70.0,60.0,,84.0,,70.0,,,,,70.0,,,,85.0,90.0,,,,40.0,60.0,,,,78.0,65.0,,80.0,78.0,60.0,66.0,90.0,80.0,70.0,70.0,70.0,60.0,,80.0,,75.0,85.0,,,,,,40.0,,,,50.0,,,,75.0,83.0,45.0,,,90.0,,,,,40.0,60.0,,80.0,,90.0,,60.0,,70.0,60.0,,,50.0,80.0,70.0,,,,,Battlefield2042
Sniper Elite VR,254.0,68,7.3,/game/pc/sniper-elite-vr/critic-reviews,63.0,,,,,,,,,,,,60.0,,,,,,,,,,,,85.0,,,,,,,,,,,,,,80.0,,,,,,,,,,80.0,,,,,,60.0,,61.0,,,60.0,,,,,,,,,,,,70.0,,90.0,,60.0,,,,70.0,,,60.0,,,,,,,78.0,,,,,,,,,,,,,,,,,60.0,,85.0,,,60.0,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,70.0,,,,SniperEliteVR
Bright Memory: Infinite,255.0,68,7.3,/game/pc/bright-memory-infinite/critic-reviews,,,,,,,,50.0,,,,,,,,60.0,,,,,,70.0,60.0,,,,,,,,,,,75.0,80.0,,,70.0,,,,70.0,,,,,,,80.0,80.0,,,50.0,70.0,,60.0,74.0,,,55.0,,,,,,,,,,,,70.0,80.0,70.0,,,,,,,,,,,,,70.0,,,,,,,65.0,,,,,,,,70.0,,,,70.0,60.0,65.0,80.0,,,65.0,,,,,,,60.0,,,,,,,,,,,,,,,,70.0,,,,,,,,,50.0,,,,,,,,68.0,,,,,85.0,,65.0,,,,BrightMemoryInfinite
Shattered - Tale of the Forgotten King,256.0,68,tbd,/game/pc/shattered---tale-of-the-forgotten-king/critic-reviews,79.0,,,,,,,,,,,80.0,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,65.0,,,,,75.0,,,,65.0,,,,,,,,,,,,,,,,,,70.0,,,,50.0,50.0,,,,,,,,,,,,,,,,,,,ShatteredTaleoftheForgottenKing
Edge Of Eternity,257.0,67,7.6,/game/pc/edge-of-eternity/critic-reviews,79.0,,,,,,,,,,,70.0,,64.0,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,90.0,,,70.0,,,,,,,,,,,,,,,,,,,,,70.0,,80.0,,,,,,,,,,,,,70.0,,,,,,,,,,,,,60.0,,,60.0,,,75.0,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,65.0,,,,,,75.0,,EdgeOfEternity
Disjunction,258.0,67,tbd,/game/pc/disjunction/critic-reviews,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,35.0,60.0,,,,,,,,,,,,,,,,,70.0,,,,,,70.0,,,,,,,,70.0,,,,,,,,,,,,,65.0,,,,,,,,,,,50.0,,,,,70.0,,,,,,,,,,,,,,,,,,,80.0,72.0,80.0,,,,,,,,,,,,,,60.0,,,80.0,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,Disjunction
Alfred Hitchcock: Vertigo,259.0,67,7.7,/game/pc/alfred-hitchcock-vertigo/critic-reviews,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,76.0,65.0,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,AlfredHitchcockVertigo
Say No! More,260.0,67,6.0,/game/pc/say-no!-more/critic-reviews,76.0,,,,,,,,,,,,,,,,,,60.0,75.0,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,80.0,80.0,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,70.0,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,50.0,80.0,,,,,,,,,,,,,,,,,,,,,80.0,,,,,80.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,SayNo!More
Alex Kidd in Miracle World DX,261.0,67,7.8,/game/pc/alex-kidd-in-miracle-world-dx/critic-reviews,,,,,75.0,80.0,,,,,,70.0,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,77.0,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,30.0,77.0,,,,,,,,,,,,,,,,,,AlexKiddinMiracleWorldDX
The Gunk,262.0,67,5.3,/game/pc/the-gunk/critic-reviews,,,,50.0,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,60.0,,,,,,,,70.0,,,,,70.0,,,,,,,,,,65.0,,,,,,,,,,,,,,,67.0,,,70.0,80.0,,,,,,,,,,,,,,,75.0,,,,,,75.0,,,,,,,,,,40.0,,,70.0,,,,,,,,,62.0,,,,75.0,,,,TheGunk
Nerve,263.0,67,tbd,/game/pc/nerve/critic-reviews,,,,,,,70.0,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,75.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nerve
Siege Survival: Gloria Victis,264.0,67,6.0,/game/pc/siege-survival-gloria-victis/critic-reviews,,,,,,,,,,,,65.0,,63.0,,,,,,,,,,,,,,50.0,,,,,,,,,,,,70.0,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,70.0,,,,,,75.0,,,,,,,,,,,,,,,,,65.0,,,77.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SiegeSurvivalGloriaVictis
City of Gangsters,265.0,67,6.8,/game/pc/city-of-gangsters/critic-reviews,,,,,,,,75.0,,,,60.0,,70.0,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,70.0,,90.0,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CityofGangsters
Into the Pit,266.0,67,3.5,/game/pc/into-the-pit/critic-reviews,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,65.0,,,65.0,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,IntothePit
Biomutant,267.0,67,6.3,/game/pc/biomutant/critic-reviews,59.0,,,,65.0,,90.0,,,,,,,,70.0,,,,,,,70.0,80.0,,,,,,,,,60.0,,,,,,90.0,,75.0,,,,,95.0,79.0,,,,85.0,,60.0,70.0,95.0,,60.0,68.0,65.0,,,,60.0,40.0,,,,70.0,,,60.0,42.0,,,75.0,60.0,70.0,,80.0,,,70.0,,60.0,,,79.0,,80.0,,60.0,,,75.0,,,,,60.0,68.0,75.0,,,,,,75.0,60.0,,90.0,60.0,50.0,45.0,50.0,60.0,70.0,,,,,20.0,,,,77.0,59.0,,,70.0,80.0,80.0,,,,65.0,,,,60.0,70.0,,,,,,,75.0,,,,,40.0,45.0,60.0,,70.0,90.0,,,85.0,,,,Biomutant
